 # DUMP format #2, bez=mcbxh.1r1       , number of particles=           2
 # dump period=           1 , first turn=           1 , last turn=          -1
 # ID turn s[m] x[mm] xp[mrad] y[mm] yp[mrad] z[mm] dE/E[1] ktrack
        2       98  26629.04120 -4.162842606E+00  2.828008303E-01 -2.114645932E+00 -4.279547009E-02 -3.185369791E+01  6.945746169E-04       11
        1       99     29.84200  6.269981297E+00 -8.604188301E-02 -4.530287773E+00 -3.244021730E-01 -4.547269203E+01  7.454653399E-06       11
        2       99     29.84200  1.936271495E+00 -1.478167565E-02  2.939615092E+00  2.125263485E-01 -3.185413565E+01  6.945670502E-04       11
        1       99  13359.13123  1.035647885E+01 -1.669595460E-01  2.542637126E+00  1.644572011E-01 -4.549746311E+01 -5.801410239E-06       11
        2       99  13359.13123  5.774320299E+00 -9.181493487E-02  8.092730089E-02 -9.495444094E-03 -3.476238679E+01  6.845383212E-04       11
        1       99  26629.04120  5.088263031E+00 -3.775136792E-01 -9.505022099E+00 -1.576481968E-01 -4.545969056E+01 -5.801410239E-06       11
        2       99  26629.04120 -5.383744212E+00  3.770907020E-01 -5.372110167E+00 -9.161738308E-02 -3.757521802E+01  6.845383212E-04       11
        1      100     29.84200 -4.214264744E+00  6.877532897E-02  1.322583854E+01  9.563974037E-01 -4.546563742E+01 -5.808973667E-06       11
        2      100     29.84200  3.165330175E+00 -4.221726476E-02  7.567616025E+00  5.458903164E-01 -3.757740752E+01  6.845307526E-04       11
        1      100  13359.13123  6.736228813E-01 -2.570281625E-02 -9.557083567E+00 -7.019448192E-01 -4.542946791E+01 -1.905174447E-05       11
        2      100  13359.13123  7.208251045E+00 -1.221118553E-01 -2.470913226E+00 -1.917458388E-01 -4.044445431E+01  6.728836685E-04       11
        1      100  26629.04120  4.748309616E+00 -3.600977853E-01 -4.967858702E+00 -7.852593620E-02 -4.533750923E+01 -1.905174447E-05       11
        2      100  26629.04120  6.686886202E+00 -4.951182985E-01 -3.763393594E+00 -6.500587890E-02 -4.321337120E+01  6.728836685E-04       11
